gene_id	gene_symbol	ensembl_id	gene_title	gene_type	src	feature_space
4284	MIP	ENSG00000135517	major intrinsic protein of lens fiber	protein-coding	NCBI	inferred
4287	ATXN3	ENSG00000066427	ataxin 3	protein-coding	NCBI	inferred
4295	MLN	ENSG00000096395	motilin	protein-coding	NCBI	inferred
4298	MLLT1	ENSG00000130382	MLLT1 super elongation complex subunit	protein-coding	NCBI	inferred
4316	MMP7	ENSG00000137673	matrix metallopeptidase 7	protein-coding	NCBI	inferred
4317	MMP8	ENSG00000118113	matrix metallopeptidase 8	protein-coding	NCBI	inferred
4319	MMP10	ENSG00000166670	matrix metallopeptidase 10	protein-coding	NCBI	inferred
4320	MMP11	ENSG00000099953	matrix metallopeptidase 11	protein-coding	NCBI	inferred
4322	MMP13	ENSG00000137745	matrix metallopeptidase 13	protein-coding	NCBI	inferred
4342	MOS	ENSG00000172680	MOS proto-oncogene, serine/threonine kinase	protein-coding	NCBI	inferred
4352	MPL	ENSG00000117400	MPL proto-oncogene, thrombopoietin receptor	protein-coding	NCBI	inferred
4353	MPO	ENSG00000005381	myeloperoxidase	protein-coding	NCBI	inferred
4356	MPP3	ENSG00000161647	membrane palmitoylated protein 3	protein-coding	NCBI	inferred
4438	MSH4	ENSG00000057468	mutS homolog 4	protein-coding	NCBI	inferred
4440	MSI1	ENSG00000135097	musashi RNA binding protein 1	protein-coding	NCBI	inferred
4477	MSMB	ENSG00000263639	microseminoprotein beta	protein-coding	NCBI	inferred
4488	MSX2	ENSG00000120149	msh homeobox 2	protein-coding	NCBI	inferred
4495	MT1G	ENSG00000125144	metallothionein 1G	protein-coding	NCBI	inferred
4496	MT1H	ENSG00000205358	metallothionein 1H	protein-coding	NCBI	inferred
4524	MTHFR	ENSG00000177000	methylenetetrahydrofolate reductase	protein-coding	NCBI	inferred
4543	MTNR1A	ENSG00000168412	melatonin receptor 1A	protein-coding	NCBI	inferred
4544	MTNR1B	ENSG00000134640	melatonin receptor 1B	protein-coding	NCBI	inferred
4547	MTTP	ENSG00000138823	microsomal triglyceride transfer protein	protein-coding	NCBI	inferred
4583	MUC2	""	mucin 2, oligomeric mucus/gel-forming	protein-coding	NCBI	inferred
4584	MUC3A	ENSG00000169894	mucin 3A, cell surface associated	protein-coding	NCBI	inferred
4585	MUC4	ENSG00000145113	mucin 4, cell surface associated	protein-coding	NCBI	inferred
4586	MUC5AC	ENSG00000215182	mucin 5AC, oligomeric mucus/gel-forming	protein-coding	NCBI	inferred
4588	MUC6	ENSG00000184956	mucin 6, oligomeric mucus/gel-forming	protein-coding	NCBI	inferred
4589	MUC7	ENSG00000171195	mucin 7, secreted	protein-coding	NCBI	inferred
4593	MUSK	ENSG00000030304	muscle associated receptor tyrosine kinase	protein-coding	NCBI	inferred
4606	MYBPC2	ENSG00000086967	myosin binding protein C, fast type	protein-coding	NCBI	inferred
4618	MYF6	ENSG00000111046	myogenic factor 6	protein-coding	NCBI	inferred
4619	MYH1	ENSG00000109061	myosin heavy chain 1	protein-coding	NCBI	inferred
4620	MYH2	ENSG00000125414	myosin heavy chain 2	protein-coding	NCBI	inferred
4621	MYH3	ENSG00000109063	myosin heavy chain 3	protein-coding	NCBI	inferred
4622	MYH4	ENSG00000264424	myosin heavy chain 4	protein-coding	NCBI	inferred
4624	MYH6	ENSG00000197616	myosin heavy chain 6	protein-coding	NCBI	inferred
4625	MYH7	ENSG00000092054	myosin heavy chain 7	protein-coding	NCBI	inferred
4626	MYH8	ENSG00000133020	myosin heavy chain 8	protein-coding	NCBI	inferred
4632	MYL1	ENSG00000168530	myosin light chain 1	protein-coding	NCBI	inferred
4633	MYL2	ENSG00000111245	myosin light chain 2	protein-coding	NCBI	inferred
4634	MYL3	ENSG00000160808	myosin light chain 3	protein-coding	NCBI	inferred
4640	MYO1A	ENSG00000166866	myosin IA	protein-coding	NCBI	inferred
4648	MYO7B	ENSG00000169994	myosin VIIB	protein-coding	NCBI	inferred
4654	MYOD1	ENSG00000129152	myogenic differentiation 1	protein-coding	NCBI	inferred
4656	MYOG	ENSG00000122180	myogenin	protein-coding	NCBI	inferred
4695	NDUFA2	ENSG00000131495	NADH:ubiquinone oxidoreductase subunit A2	protein-coding	NCBI	inferred
4701	NDUFA7	ENSG00000267855	NADH:ubiquinone oxidoreductase subunit A7	protein-coding	NCBI	inferred
4738	NEDD8	ENSG00000129559	neural precursor cell expressed, developmentally down-regulated 8	protein-coding	NCBI	inferred
4759	NEU2	ENSG00000115488	neuraminidase 2	protein-coding	NCBI	inferred
4760	NEUROD1	ENSG00000162992	neuronal differentiation 1	protein-coding	NCBI	inferred
4762	NEUROG1	ENSG00000181965	neurogenin 1	protein-coding	NCBI	inferred
4796	TONSL	ENSG00000160949	tonsoku like, DNA repair protein	protein-coding	NCBI	inferred
4825	NKX6-1	ENSG00000163623	NK6 homeobox 1	protein-coding	NCBI	inferred
4829	NMBR	ENSG00000135577	neuromedin B receptor	protein-coding	NCBI	inferred
4830	NME1	ENSG00000239672	NME/NM23 nucleoside diphosphate kinase 1	protein-coding	NCBI	inferred
4842	NOS1	ENSG00000089250	nitric oxide synthase 1	protein-coding	NCBI	inferred
4843	NOS2	ENSG00000007171	nitric oxide synthase 2	protein-coding	NCBI	inferred
4861	NPAS1	ENSG00000130751	neuronal PAS domain protein 1	protein-coding	NCBI	inferred
4867	NPHP1	ENSG00000144061	nephrocystin 1	protein-coding	NCBI	inferred
4868	NPHS1	ENSG00000161270	NPHS1 adhesion molecule, nephrin	protein-coding	NCBI	inferred
4878	NPPA	ENSG00000175206	natriuretic peptide A	protein-coding	NCBI	inferred
4879	NPPB	ENSG00000120937	natriuretic peptide B	protein-coding	NCBI	inferred
4880	NPPC	ENSG00000163273	natriuretic peptide C	protein-coding	NCBI	inferred
4887	NPY2R	ENSG00000185149	neuropeptide Y receptor Y2	protein-coding	NCBI	inferred
4889	NPY5R	ENSG00000164129	neuropeptide Y receptor Y5	protein-coding	NCBI	inferred
4892	NRAP	ENSG00000197893	nebulin related anchoring protein	protein-coding	NCBI	inferred
4914	NTRK1	ENSG00000198400	neurotrophic receptor tyrosine kinase 1	protein-coding	NCBI	inferred
4917	NTN3	ENSG00000162068	netrin 3	protein-coding	NCBI	inferred
4922	NTS	ENSG00000133636	neurotensin	protein-coding	NCBI	inferred
4923	NTSR1	ENSG00000101188	neurotensin receptor 1	protein-coding	NCBI	inferred
4951	OCM2	ENSG00000135175	oncomodulin 2	protein-coding	NCBI	inferred
4956	ODF1	ENSG00000155087	outer dense fiber of sperm tails 1	protein-coding	NCBI	inferred
4975	OMP	ENSG00000254550	olfactory marker protein	protein-coding	NCBI	inferred
4983	OPHN1	ENSG00000079482	oligophrenin 1	protein-coding	NCBI	inferred
4985	OPRD1	ENSG00000116329	opioid receptor delta 1	protein-coding	NCBI	inferred
4986	OPRK1	ENSG00000082556	opioid receptor kappa 1	protein-coding	NCBI	inferred
4988	OPRM1	ENSG00000112038	opioid receptor mu 1	protein-coding	NCBI	inferred
4990	SIX6	ENSG00000184302	SIX homeobox 6	protein-coding	NCBI	inferred
4991	OR1D2	ENSG00000184166	olfactory receptor family 1 subfamily D member 2	protein-coding	NCBI	inferred
4992	OR1F1	ENSG00000168124	olfactory receptor family 1 subfamily F member 1	protein-coding	NCBI	inferred
4993	OR2C1	ENSG00000168158	olfactory receptor family 2 subfamily C member 1	protein-coding	NCBI	inferred
4994	OR3A1	ENSG00000180090	olfactory receptor family 3 subfamily A member 1	protein-coding	NCBI	inferred
4995	OR3A2	ENSG00000221882	olfactory receptor family 3 subfamily A member 2	protein-coding	NCBI	inferred
5003	SLC22A18AS	ENSG00000254827	solute carrier family 22 member 18 antisense	protein-coding	NCBI	inferred
5008	OSM	ENSG00000099985	oncostatin M	protein-coding	NCBI	inferred
5009	OTC	ENSG00000036473	ornithine carbamoyltransferase	protein-coding	NCBI	inferred
5016	OVGP1	ENSG00000085465	oviductal glycoprotein 1	protein-coding	NCBI	inferred
5020	OXT	ENSG00000101405	oxytocin/neurophysin I prepropeptide	protein-coding	NCBI	inferred
5024	P2RX3	ENSG00000109991	purinergic receptor P2X 3	protein-coding	NCBI	inferred
5030	P2RY4	ENSG00000186912	pyrimidinergic receptor P2Y4	protein-coding	NCBI	inferred
5031	P2RY6	ENSG00000171631	pyrimidinergic receptor P2Y6	protein-coding	NCBI	inferred
5042	PABPC3	ENSG00000151846	poly(A) binding protein cytoplasmic 3	protein-coding	NCBI	inferred
5047	PAEP	ENSG00000122133	progestagen associated endometrial protein	protein-coding	NCBI	inferred
5049	PAFAH1B2	ENSG00000168092	platelet activating factor acetylhydrolase 1b catalytic subunit 2	protein-coding	NCBI	inferred
5053	PAH	ENSG00000171759	phenylalanine hydroxylase	protein-coding	NCBI	inferred
5068	REG3A	ENSG00000172016	regenerating family member 3 alpha	protein-coding	NCBI	inferred
5075	PAX1	ENSG00000125813	paired box 1	protein-coding	NCBI	inferred
5076	PAX2	ENSG00000075891	paired box 2	protein-coding	NCBI	inferred
5078	PAX4	ENSG00000106331	paired box 4	protein-coding	NCBI	inferred
5081	PAX7	ENSG00000009709	paired box 7	protein-coding	NCBI	inferred
5083	PAX9	ENSG00000198807	paired box 9	protein-coding	NCBI	inferred
5132	PDC	ENSG00000116703	phosducin	protein-coding	NCBI	inferred
5133	PDCD1	ENSG00000188389	programmed cell death 1	protein-coding	NCBI	inferred
5143	PDE4C	ENSG00000105650	phosphodiesterase 4C	protein-coding	NCBI	inferred
5145	PDE6A	ENSG00000132915	phosphodiesterase 6A	protein-coding	NCBI	inferred
5146	PDE6C	ENSG00000095464	phosphodiesterase 6C	protein-coding	NCBI	inferred
5148	PDE6G	ENSG00000185527	phosphodiesterase 6G	protein-coding	NCBI	inferred
5149	PDE6H	ENSG00000139053	phosphodiesterase 6H	protein-coding	NCBI	inferred
5161	PDHA2	ENSG00000163114	pyruvate dehydrogenase E1 alpha 2 subunit	protein-coding	NCBI	inferred
5174	PDZK1	ENSG00000174827	PDZ domain containing 1	protein-coding	NCBI	inferred
5196	PF4	ENSG00000163737	platelet factor 4	protein-coding	NCBI	inferred
5197	PF4V1	ENSG00000109272	platelet factor 4 variant 1	protein-coding	NCBI	inferred
5205	ATP8B1	ENSG00000081923	ATPase phospholipid transporting 8B1	protein-coding	NCBI	inferred
5225	PGC	ENSG00000096088	progastricsin	protein-coding	NCBI	inferred
5232	PGK2	ENSG00000170950	phosphoglycerate kinase 2	protein-coding	NCBI	inferred
5241	PGR	ENSG00000082175	progesterone receptor	protein-coding	NCBI	inferred
5251	PHEX	ENSG00000102174	phosphate regulating endopeptidase homolog X-linked	protein-coding	NCBI	inferred
5267	SERPINA4	ENSG00000100665	serpin family A member 4	protein-coding	NCBI	inferred
5273	SERPINB10	ENSG00000242550	serpin family B member 10	protein-coding	NCBI	inferred
5276	SERPINI2	ENSG00000114204	serpin family I member 2	protein-coding	NCBI	inferred
5296	PIK3R2	ENSG00000105647	phosphoinositide-3-kinase regulatory subunit 2	protein-coding	NCBI	inferred
5304	PIP	ENSG00000159763	prolactin induced protein	protein-coding	NCBI	inferred
5309	PITX3	ENSG00000107859	paired like homeodomain 3	protein-coding	NCBI	inferred
5313	PKLR	ENSG00000143627	pyruvate kinase L/R	protein-coding	NCBI	inferred
5319	PLA2G1B	ENSG00000170890	phospholipase A2 group IB	protein-coding	NCBI	inferred
5340	PLG	ENSG00000122194	plasminogen	protein-coding	NCBI	inferred
5345	SERPINF2	ENSG00000167711	serpin family F member 2	protein-coding	NCBI	inferred
5367	PMCH	ENSG00000183395	pro-melanin concentrating hormone	protein-coding	NCBI	inferred
5406	PNLIP	ENSG00000175535	pancreatic lipase	protein-coding	NCBI	inferred
5407	PNLIPRP1	ENSG00000187021	pancreatic lipase related protein 1	protein-coding	NCBI	inferred
5408	PNLIPRP2	ENSG00000266200	pancreatic lipase related protein 2 (gene/pseudogene)	protein-coding	NCBI	inferred
5443	POMC	ENSG00000115138	proopiomelanocortin	protein-coding	NCBI	inferred
5444	PON1	ENSG00000005421	paraoxonase 1	protein-coding	NCBI	inferred
5449	POU1F1	ENSG00000064835	POU class 1 homeobox 1	protein-coding	NCBI	inferred
5456	POU3F4	ENSG00000196767	POU class 3 homeobox 4	protein-coding	NCBI	inferred
5457	POU4F1	ENSG00000152192	POU class 4 homeobox 1	protein-coding	NCBI	inferred
5458	POU4F2	ENSG00000151615	POU class 4 homeobox 2	protein-coding	NCBI	inferred
5459	POU4F3	ENSG00000091010	POU class 4 homeobox 3	protein-coding	NCBI	inferred
5462	POU5F1B	ENSG00000212993	POU class 5 homeobox 1B	protein-coding	NCBI	inferred
5470	PPEF2	ENSG00000156194	protein phosphatase with EF-hand domain 2	protein-coding	NCBI	inferred
5475	PPEF1	ENSG00000086717	protein phosphatase with EF-hand domain 1	protein-coding	NCBI	inferred
5539	PPY	ENSG00000108849	pancreatic polypeptide	protein-coding	NCBI	inferred
5542	PRB1	ENSG00000251655	proline rich protein BstNI subfamily 1 (gene/pseudogene)	protein-coding	NCBI	inferred
5544	PRB3	ENSG00000197870	proline rich protein BstNI subfamily 3	protein-coding	NCBI	inferred
5545	PRB4	ENSG00000230657	proline rich protein BstNI subfamily 4	protein-coding	NCBI	inferred
5553	PRG2	ENSG00000186652	proteoglycan 2, pro eosinophil major basic protein	protein-coding	NCBI	inferred
5568	PRKACG	ENSG00000165059	protein kinase cAMP-activated catalytic subunit gamma	protein-coding	NCBI	inferred
5581	PRKCE	ENSG00000171132	protein kinase C epsilon	protein-coding	NCBI	inferred
5593	PRKG2	ENSG00000138669	protein kinase cGMP-dependent 2	protein-coding	NCBI	inferred
5596	MAPK4	ENSG00000141639	mitogen-activated protein kinase 4	protein-coding	NCBI	inferred
5617	PRL	ENSG00000172179	prolactin	protein-coding	NCBI	inferred
5619	PRM1	ENSG00000175646	protamine 1	protein-coding	NCBI	inferred
5620	PRM2	ENSG00000122304	protamine 2	protein-coding	NCBI	inferred
5623	PSPN	ENSG00000125650	persephin	protein-coding	NCBI	inferred
5624	PROC	ENSG00000115718	protein C, inactivator of coagulation factors Va and VIIIa	protein-coding	NCBI	inferred
5626	PROP1	ENSG00000175325	PROP paired-like homeobox 1	protein-coding	NCBI	inferred
5630	PRPH	ENSG00000135406	peripherin	protein-coding	NCBI	inferred
5644	PRSS1	ENSG00000204983	serine protease 1	protein-coding	NCBI	inferred
5648	MASP1	ENSG00000127241	mannan binding lectin serine peptidase 1	protein-coding	NCBI	inferred
5651	TMPRSS15	ENSG00000154646	transmembrane serine protease 15	protein-coding	NCBI	inferred
5657	PRTN3	ENSG00000196415	proteinase 3	protein-coding	NCBI	inferred
5669	PSG1	ENSG00000231924	pregnancy specific beta-1-glycoprotein 1	protein-coding	NCBI	inferred
5671	PSG3	ENSG00000221826	pregnancy specific beta-1-glycoprotein 3	protein-coding	NCBI	inferred
5672	PSG4	ENSG00000243137	pregnancy specific beta-1-glycoprotein 4	protein-coding	NCBI	inferred
5673	PSG5	ENSG00000204941	pregnancy specific beta-1-glycoprotein 5	protein-coding	NCBI	inferred
5675	PSG6	ENSG00000170848	pregnancy specific beta-1-glycoprotein 6	protein-coding	NCBI	inferred
5676	PSG7	ENSG00000221878	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)	protein-coding	NCBI	inferred
5678	PSG9	ENSG00000183668	pregnancy specific beta-1-glycoprotein 9	protein-coding	NCBI	inferred
5680	PSG11	ENSG00000243130	pregnancy specific beta-1-glycoprotein 11	protein-coding	NCBI	inferred
5683	PSMA2	ENSG00000106588	proteasome subunit alpha 2	protein-coding	NCBI	inferred
5697	PYY	ENSG00000131096	peptide YY	protein-coding	NCBI	inferred
5731	PTGER1	ENSG00000160951	prostaglandin E receptor 1	protein-coding	NCBI	inferred
5741	PTH	ENSG00000152266	parathyroid hormone	protein-coding	NCBI	inferred
5744	PTHLH	ENSG00000087494	parathyroid hormone like hormone	protein-coding	NCBI	inferred
5746	PTH2R	ENSG00000144407	parathyroid hormone 2 receptor	protein-coding	NCBI	inferred
5795	PTPRJ	ENSG00000149177	protein tyrosine phosphatase receptor type J	protein-coding	NCBI	inferred
5802	PTPRS	ENSG00000105426	protein tyrosine phosphatase receptor type S	protein-coding	NCBI	inferred
5858	PZP	ENSG00000126838	PZP alpha-2-macroglobulin like	protein-coding	NCBI	inferred
5866	RAB3IL1	ENSG00000167994	RAB3A interacting protein like 1	protein-coding	NCBI	inferred
5896	RAG1	ENSG00000166349	recombination activating 1	protein-coding	NCBI	inferred
5897	RAG2	ENSG00000175097	recombination activating 2	protein-coding	NCBI	inferred
5949	RBP3	ENSG00000265203	retinol binding protein 3	protein-coding	NCBI	inferred
5957	RCVRN	ENSG00000109047	recoverin	protein-coding	NCBI	inferred
5967	REG1A	ENSG00000115386	regenerating family member 1 alpha	protein-coding	NCBI	inferred
5968	REG1B	ENSG00000172023	regenerating family member 1 beta	protein-coding	NCBI	inferred
5972	REN	ENSG00000143839	renin	protein-coding	NCBI	inferred
5979	RET	ENSG00000165731	ret proto-oncogene	protein-coding	NCBI	inferred
5988	RFPL1	ENSG00000128250	ret finger protein like 1	protein-coding	NCBI	inferred
5989	RFX1	ENSG00000132005	regulatory factor X1	protein-coding	NCBI	inferred
5995	RGR	ENSG00000148604	retinal G protein coupled receptor	protein-coding	NCBI	inferred
6005	RHAG	ENSG00000112077	Rh associated glycoprotein	protein-coding	NCBI	inferred
6007	RHD	ENSG00000187010	Rh blood group D antigen	protein-coding	NCBI	inferred
6010	RHO	ENSG00000163914	rhodopsin	protein-coding	NCBI	inferred
6011	GRK1	ENSG00000185974	G protein-coupled receptor kinase 1	protein-coding	NCBI	inferred
6013	RLN1	ENSG00000107018	relaxin 1	protein-coding	NCBI	inferred
6017	RLBP1	ENSG00000140522	retinaldehyde binding protein 1	protein-coding	NCBI	inferred
6036	RNASE2	ENSG00000169385	ribonuclease A family member 2	protein-coding	NCBI	inferred
6037	RNASE3	ENSG00000169397	ribonuclease A family member 3	protein-coding	NCBI	inferred
6096	RORB	ENSG00000198963	RAR related orphan receptor B	protein-coding	NCBI	inferred
6098	ROS1	ENSG00000047936	ROS proto-oncogene 1, receptor tyrosine kinase	protein-coding	NCBI	inferred
6121	RPE65	ENSG00000116745	retinoid isomerohydrolase RPE65	protein-coding	NCBI	inferred
6123	RPL3L	ENSG00000140986	ribosomal protein L3 like	protein-coding	NCBI	inferred
6133	RPL9	ENSG00000163682	ribosomal protein L9	protein-coding	NCBI	inferred
6144	RPL21	ENSG00000122026	ribosomal protein L21	protein-coding	NCBI	inferred
6170	RPL39	ENSG00000198918	ribosomal protein L39	protein-coding	NCBI	inferred
6173	RPL36A	ENSG00000241343	ribosomal protein L36a	protein-coding	NCBI	inferred
6204	RPS10	ENSG00000124614	ribosomal protein S10	protein-coding	NCBI	inferred
6205	RPS11	ENSG00000142534	ribosomal protein S11	protein-coding	NCBI	inferred
6209	RPS15	ENSG00000115268	ribosomal protein S15	protein-coding	NCBI	inferred
6222	RPS18	ENSG00000231500	ribosomal protein S18	protein-coding	NCBI	inferred
6231	RPS26	ENSG00000197728	ribosomal protein S26	protein-coding	NCBI	inferred
6234	RPS28	ENSG00000233927	ribosomal protein S28	protein-coding	NCBI	inferred
6247	RS1	ENSG00000102104	retinoschisin 1	protein-coding	NCBI	inferred
6278	S100A7	ENSG00000143556	S100 calcium binding protein A7	protein-coding	NCBI	inferred
6291	SAA4	ENSG00000148965	serum amyloid A4, constitutive	protein-coding	NCBI	inferred
6295	SAG	ENSG00000130561	S-antigen visual arrestin	protein-coding	NCBI	inferred
6326	SCN2A	ENSG00000136531	sodium voltage-gated channel alpha subunit 2	protein-coding	NCBI	inferred
6331	SCN5A	ENSG00000183873	sodium voltage-gated channel alpha subunit 5	protein-coding	NCBI	inferred
6335	SCN9A	ENSG00000169432	sodium voltage-gated channel alpha subunit 9	protein-coding	NCBI	inferred
6336	SCN10A	ENSG00000185313	sodium voltage-gated channel alpha subunit 10	protein-coding	NCBI	inferred
6340	SCNN1G	ENSG00000166828	sodium channel epithelial 1 gamma subunit	protein-coding	NCBI	inferred
6343	SCT	ENSG00000070031	secretin	protein-coding	NCBI	inferred
6344	SCTR	ENSG00000080293	secretin receptor	protein-coding	NCBI	inferred
6346	CCL1	ENSG00000108702	C-C motif chemokine ligand 1	protein-coding	NCBI	inferred
6354	CCL7	ENSG00000108688	C-C motif chemokine ligand 7	protein-coding	NCBI	inferred
6361	CCL17	ENSG00000102970	C-C motif chemokine ligand 17	protein-coding	NCBI	inferred
6369	CCL24	ENSG00000106178	C-C motif chemokine ligand 24	protein-coding	NCBI	inferred
6370	CCL25	ENSG00000131142	C-C motif chemokine ligand 25	protein-coding	NCBI	inferred
6373	CXCL11	ENSG00000169248	C-X-C motif chemokine ligand 11	protein-coding	NCBI	inferred
6406	SEMG1	ENSG00000124233	semenogelin 1	protein-coding	NCBI	inferred
6407	SEMG2	ENSG00000124157	semenogelin 2	protein-coding	NCBI	inferred
6439	SFTPB	ENSG00000168878	surfactant protein B	protein-coding	NCBI	inferred
6440	SFTPC	ENSG00000168484	surfactant protein C	protein-coding	NCBI	inferred
6441	SFTPD	ENSG00000133661	surfactant protein D	protein-coding	NCBI	inferred
6462	SHBG	ENSG00000129214	sex hormone binding globulin	protein-coding	NCBI	inferred
6469	SHH	ENSG00000164690	sonic hedgehog signaling molecule	protein-coding	NCBI	inferred
6473	SHOX	ENSG00000185960	short stature homeobox	protein-coding	NCBI	inferred
6476	SI	ENSG00000090402	sucrase-isomaltase	protein-coding	NCBI	inferred
6493	SIM2	ENSG00000159263	SIM bHLH transcription factor 2	protein-coding	NCBI	inferred
6496	SIX3	ENSG00000138083	SIX homeobox 3	protein-coding	NCBI	inferred
6498	SKIL	ENSG00000136603	SKI like proto-oncogene	protein-coding	NCBI	inferred
6512	SLC1A7	ENSG00000162383	solute carrier family 1 member 7	protein-coding	NCBI	inferred
6514	SLC2A2	ENSG00000163581	solute carrier family 2 member 2	protein-coding	NCBI	inferred
6517	SLC2A4	ENSG00000181856	solute carrier family 2 member 4	protein-coding	NCBI	inferred
6519	SLC3A1	ENSG00000138079	solute carrier family 3 member 1	protein-coding	NCBI	inferred
6521	SLC4A1	ENSG00000004939	solute carrier family 4 member 1 (Diego blood group)	protein-coding	NCBI	inferred
6524	SLC5A2	ENSG00000140675	solute carrier family 5 member 2	protein-coding	NCBI	inferred
6527	SLC5A4	ENSG00000100191	solute carrier family 5 member 4	protein-coding	NCBI	inferred
6528	SLC5A5	ENSG00000105641	solute carrier family 5 member 5	protein-coding	NCBI	inferred
6531	SLC6A3	ENSG00000142319	solute carrier family 6 member 3	protein-coding	NCBI	inferred
6532	SLC6A4	ENSG00000108576	solute carrier family 6 member 4	protein-coding	NCBI	inferred
6534	SLC6A7	ENSG00000011083	solute carrier family 6 member 7	protein-coding	NCBI	inferred
6542	SLC7A2	ENSG00000003989	solute carrier family 7 member 2	protein-coding	NCBI	inferred
6550	SLC9A3	ENSG00000066230	solute carrier family 9 member A3	protein-coding	NCBI	inferred
6554	SLC10A1	ENSG00000100652	solute carrier family 10 member 1	protein-coding	NCBI	inferred
6555	SLC10A2	ENSG00000125255	solute carrier family 10 member 2	protein-coding	NCBI	inferred
6557	SLC12A1	ENSG00000074803	solute carrier family 12 member 1	protein-coding	NCBI	inferred
6559	SLC12A3	ENSG00000070915	solute carrier family 12 member 3	protein-coding	NCBI	inferred
6561	SLC13A1	ENSG00000081800	solute carrier family 13 member 1	protein-coding	NCBI	inferred
6568	SLC17A1	ENSG00000124568	solute carrier family 17 member 1	protein-coding	NCBI	inferred
6569	SLC34A1	ENSG00000131183	solute carrier family 34 member 1	protein-coding	NCBI	inferred
6570	SLC18A1	ENSG00000036565	solute carrier family 18 member A1	protein-coding	NCBI	inferred
6571	SLC18A2	ENSG00000165646	solute carrier family 18 member A2	protein-coding	NCBI	inferred
6572	SLC18A3	ENSG00000187714	solute carrier family 18 member A3	protein-coding	NCBI	inferred
6580	SLC22A1	ENSG00000175003	solute carrier family 22 member 1	protein-coding	NCBI	inferred
6582	SLC22A2	ENSG00000112499	solute carrier family 22 member 2	protein-coding	NCBI	inferred
6588	SLN	ENSG00000170290	sarcolipin	protein-coding	NCBI	inferred
6656	SOX1	ENSG00000182968	SRY-box 1	protein-coding	NCBI	inferred
6664	SOX11	ENSG00000176887	SRY-box 11	protein-coding	NCBI	inferred
6677	SPAM1	ENSG00000106304	sperm adhesion molecule 1	protein-coding	NCBI	inferred
6689	SPIB	ENSG00000269404	Spi-B transcription factor	protein-coding	NCBI	inferred
6690	SPINK1	ENSG00000164266	serine peptidase inhibitor, Kazal type 1	protein-coding	NCBI	inferred
6691	SPINK2	ENSG00000128040	serine peptidase inhibitor, Kazal type 2	protein-coding	NCBI	inferred
6694	SPP2	ENSG00000072080	secreted phosphoprotein 2	protein-coding	NCBI	inferred
6701	SPRR2B	ENSG00000196805	small proline rich protein 2B	protein-coding	NCBI	inferred
6707	SPRR3	ENSG00000163209	small proline rich protein 3	protein-coding	NCBI	inferred
6708	SPTA1	ENSG00000163554	spectrin alpha, erythrocytic 1	protein-coding	NCBI	inferred
6718	AKR1D1	ENSG00000122787	aldo-keto reductase family 1 member D1	protein-coding	NCBI	inferred
6736	SRY	ENSG00000184895	sex determining region Y	protein-coding	NCBI	inferred
6751	SSTR1	ENSG00000139874	somatostatin receptor 1	protein-coding	NCBI	inferred
6752	SSTR2	ENSG00000180616	somatostatin receptor 2	protein-coding	NCBI	inferred
6753	SSTR3	ENSG00000278195	somatostatin receptor 3	protein-coding	NCBI	inferred
6754	SSTR4	ENSG00000132671	somatostatin receptor 4	protein-coding	NCBI	inferred
6755	SSTR5	ENSG00000162009	somatostatin receptor 5	protein-coding	NCBI	inferred
6756	SSX1	ENSG00000126752	SSX family member 1	protein-coding	NCBI	inferred
6779	STATH	ENSG00000126549	statherin	protein-coding	NCBI	inferred
6792	CDKL5	ENSG00000008086	cyclin dependent kinase like 5	protein-coding	NCBI	inferred
6795	AURKC	ENSG00000105146	aurora kinase C	protein-coding	NCBI	inferred
6819	SULT1C2	ENSG00000198203	sulfotransferase family 1C member 2	protein-coding	NCBI	inferred
6822	SULT2A1	ENSG00000105398	sulfotransferase family 2A member 1	protein-coding	NCBI	inferred
6844	VAMP2	ENSG00000220205	vesicle associated membrane protein 2	protein-coding	NCBI	inferred
6847	SYCP1	ENSG00000198765	synaptonemal complex protein 1	protein-coding	NCBI	inferred
6862	TBXT	ENSG00000164458	T-box transcription factor T	protein-coding	NCBI	inferred
6865	TACR2	ENSG00000075073	tachykinin receptor 2	protein-coding	NCBI	inferred
6869	TACR1	ENSG00000115353	tachykinin receptor 1	protein-coding	NCBI	inferred
6870	TACR3	ENSG00000169836	tachykinin receptor 3	protein-coding	NCBI	inferred
6871	TADA2A	ENSG00000276234	transcriptional adaptor 2A	protein-coding	NCBI	inferred
6898	TAT	ENSG00000198650	tyrosine aminotransferase	protein-coding	NCBI	inferred
6927	HNF1A	ENSG00000135100	HNF1 homeobox A	protein-coding	NCBI	inferred
6928	HNF1B	ENSG00000275410	HNF1 homeobox B	protein-coding	NCBI	inferred
6953	TCP10	ENSG00000203690	t-complex 10	protein-coding	NCBI	inferred
6954	TCP11	ENSG00000124678	t-complex 11	protein-coding	NCBI	inferred
6999	TDO2	ENSG00000151790	tryptophan 2,3-dioxygenase	protein-coding	NCBI	inferred
7006	TEC	ENSG00000135605	tec protein tyrosine kinase	protein-coding	NCBI	inferred
7007	TECTA	ENSG00000109927	tectorin alpha	protein-coding	NCBI	inferred
7021	TFAP2B	ENSG00000008196	transcription factor AP-2 beta	protein-coding	NCBI	inferred
7031	TFF1	ENSG00000160182	trefoil factor 1	protein-coding	NCBI	inferred
